DataSet,Day,Income,Goods,Land,Labour,Capital
Household5,92,-3.0405412049307046,736,2780,1624,2764
Household6,92,-3.560937205041572,603,1317,7995,5354
Household7,92,-3.99538073972386,605,7429,1661,1104
Household8,92,15.53134370125602,845,5928,6623,1868
Household9,92,-1.0716698930023068,413,3676,8964,2520
Household10,92,-1.7551614681028251,513,4589,1796,533
Household1,93,-1.230899217512663,558,7490,5875,4769
Household2,93,0.28442720999480464,302,1866,3885,2650
Household3,93,4.28090041196559,441,3163,8205,459
Household4,93,6.909889532069553,873,8149,2396,4746
Household5,93,-3.6279726242447765,744,2770,1614,2754
Household6,93,2.310901890698341,609,1307,7985,5344
Household7,93,2.0491028708955756,611,7419,1651,1094
Household8,93,3.9732606651805824,853,5918,6613,1858
Household9,93,3.3069802407033624,417,3666,8954,2510
Household10,93,3.9700717900983538,518,4579,1786,523
Household1,94,-1.446152319414372,564,7480,5865,4759
Household2,94,2.258058031947991,305,1856,3875,2640
Household3,94,-0.8129676692710675,446,3153,8195,449
Household4,94,-1.8420922523801977,882,8139,2386,4736
Household5,94,3.7525628795564145,751,2760,1604,2744
Household6,94,-4.320123002050682,616,1297,7975,5334
Household7,94,-4.409277506973925,618,7409,1641,1084
Household8,94,17.3390686502037,862,5908,6603,1848
Household9,94,-0.2823365487062386,422,3656,8944,2500
Household10,94,-1.5838681441328912,524,4569,1776,513
Household1,95,-1.661405421316081,570,7470,5855,4749
Household2,95,4.231688853901163,308,1846,3865,2630
Household3,95,-2.595629481190535,451,3143,8185,439
Household4,95,22.2977839073839,891,8129,2376,4726
Household5,95,-2.3741140642079834,760,2750,1594,2734
Household6,95,1.5517160936892314,622,1287,7965,5324
Household7,95,1.6352061036455101,624,7399,1631,1074
Household8,95,-2.1869813089870007,871,5898,6593,1838
Household9,95,4.0963135849994305,426,3646,8934,2490
Household10,95,4.141365114068288,529,4559,1766,503
Household1,96,-1.87665852321779,576,7460,5845,4739
Household2,96,-1.762647247260956,312,1836,3855,2620
Household3,96,3.58967563000526,455,3133,8175,429
Household4,96,7.625356326502992,901,8119,2366,4716
Household5,96,-2.9615454835220447,768,2740,1584,2724
Household6,96,-0.5444117336861183,629,1277,7955,5314
Household7,96,-0.2882772088503174,631,7389,1621,1064
Household8,96,11.178826676036124,880,5888,6583,1828
Household9,96,-4.027900269783844,431,3636,8924,2480
Household10,96,-1.4125748201629573,535,4549,1756,493
Household1,97,-2.091911625119499,582,7450,5835,4729
Household2,97,0.2109835746922375,315,1826,3845,2610
Household3,97,-1.5041924512313969,460,3123,8165,419
Household4,97,-1.1266254579467585,910,8109,2356,4706
Household5,97,-3.5489769028361167,776,2730,1574,2714
Household6,97,-2.640539561061459,636,1267,7945,5304
Household7,97,-2.211760521346136,638,7379,1611,1054
Household8,97,24.54463466105929,889,5878,6573,1818
Household9,97,0.3507498639218287,435,3626,8914,2470
Household10,97,4.312658438038222,540,4539,1746,483
Household1,98,-2.307164727021208,588,7440,5825,4719
Household2,98,2.184614396645424,318,1816,3835,2600
Household3,98,-3.2868542631508646,465,3113,8155,409
Household4,98,23.013250701817338,919,8099,2346,4696
Household5,98,3.8315586009650744,783,2720,1564,2704
Household6,98,3.2312995346784366,642,1257,7935,5294
Household7,98,3.83272308927331,644,7369,1601,1044
Household8,98,0.5052594368281493,899,5868,6563,1808
Household9,98,-3.2385669254877723,440,3616,8904,2460
Household10,98,-1.2412814961930234,546,4529,1736,473
Household1,99,-3.746108624979394,594,7430,5815,4709
Household2,99,4.158245218598596,321,1806,3825,2590
Household3,99,2.8984508480449307,469,3103,8145,399
Household4,99,8.340823120936431,929,8089,2336,4686
Household5,99,-2.2951183427993236,792,2710,1554,2694
Household6,99,-2.806426499784205,649,1247,7925,5284
Household7,99,-2.032358430309781,651,7359,1591,1034
Household8,99,13.87106742185128,908,5858,6553,1798
Household9,99,1.1400832082178969,444,3606,8894,2450
Household10,99,-3.4840151611071075,552,4519,1726,463
Household1,100,-0.650155457563903,600,7420,5805,4699
Household2,100,-1.8360908825635232,325,1796,3815,2580
Household3,100,-2.1954172331917263,474,3093,8135,389
Household4,100,-0.4111586635133193,938,8079,2326,4676
Household5,100,-2.882549762113385,800,2700,1544,2684
Household6,100,3.065412595955701,655,1237,7915,5274
Household7,100,4.012125180309647,657,7349,1581,1024
Household8,100,27.236875406874418,917,5848,6543,1788
Household9,100,-2.449233581191704,449,3596,8884,2440
Household10,100,2.2412180970940714,557,4509,1716,453
Household1,101,-0.8654085594656262,606,7410,5795,4689
Household2,101,0.13753993938967746,328,1786,3805,2570
Household3,101,3.989887878004069,478,3083,8125,379
Household4,101,23.72871749625077,947,8069,2316,4666
Household5,101,-3.469981181427457,808,2690,1534,2674
Household6,101,-3.5656122967933506,662,1227,7905,5264
Household7,101,-1.8529563392734438,664,7339,1571,1014
Household8,101,3.1975001826432763,927,5838,6533,1778
Household9,101,1.929416552513965,453,3586,8874,2430
Household10,101,-4.536412633193665,563,4499,1706,443
Household1,102,-1.0806616613673352,612,7400,5785,4679
Household2,102,2.111170761342864,331,1776,3795,2560
Household3,102,-1.103980203232588,483,3073,8115,369
Household4,102,9.05628991536987,957,8059,2306,4656
Household5,102,3.9105543223737342,815,2680,1524,2664
Household6,102,2.306226798946563,668,1217,7895,5254
Household7,102,4.191527271345985,670,7329,1561,1004
Household8,102,16.563308167666406,936,5828,6523,1768
Household9,102,-1.659900236895636,458,3576,8864,2420
Household10,102,1.1888206250075175,568,4489,1696,433
Household1,103,-1.2959147632690442,618,7390,5775,4669
Household2,103,4.084801583296029,334,1766,3785,2550
Household3,103,-2.8866420151520558,488,3063,8105,359
Household4,103,2.3518292576042263,966,8049,2296,4646
Household5,103,-2.2161226213906637,824,2670,1514,2654
Household6,103,-4.32479809380246,675,1207,7885,5244
Household7,103,-1.6735542482371066,677,7319,1551,994
Household8,103,-2.9627417915242944,945,5818,6513,1758
Household9,103,2.718749896810033,462,3566,8854,2410
Household10,103,-1.0539130399065453,574,4479,1686,423
Household1,104,-1.5111678651707532,624,7380,5765,4659
Household2,104,-1.9095345178660903,338,1756,3775,2540
Household3,104,3.2986630960437395,492,3053,8095,349
Household4,104,26.491705417368316,975,8039,2286,4636
Household5,104,-2.803554040704725,832,2660,1504,2644
Household6,104,1.547041001937453,681,1197,7875,5234
Household7,104,-3.5970375607329412,684,7309,1541,984
Household8,104,10.40306619349883,954,5808,6503,1748
Household9,104,-0.8705668925995678,467,3556,8844,2400
Household10,104,-3.2966467048206436,580,4469,1676,413
Household1,105,-1.7264209670724622,630,7370,5755,4649
Household2,105,0.06409630408711031,341,1746,3765,2530
Household3,105,-1.7952049851929175,497,3043,8085,339
Household4,105,11.819277836487412,985,8029,2276,4626
Household5,105,-3.390985460018797,840,2650,1494,2634
Household6,105,-0.5490868254378967,688,1187,7865,5224
Household7,105,2.447446049886503,690,7299,1531,974
Household8,105,23.768874178521997,963,5798,6493,1738
Household9,105,3.5080832411061014,471,3546,8834,2390
Household10,105,2.4285865533805353,585,4459,1666,403
Household1,106,-1.9416740689741712,636,7360,5745,4639
Household2,106,2.0377271260402967,344,1736,3755,2520
Household3,106,-3.577866797112385,502,3033,8075,329
Household4,106,-2.8531497443934946,995,8019,2266,4616
Household5,106,3.989550043782394,847,2640,1484,2624
Household6,106,-2.6452146528132374,695,1177,7855,5214
Household7,106,-4.010934327982998,697,7289,1521,964
Household8,106,-0.27050104570914435,973,5788,6483,1728
Household9,106,-4.616130613677173,476,3536,8824,2380
Household10,106,-4.349044176907215,591,4449,1656,393
Household1,107,-2.15692717087588,642,7350,5735,4629
Household2,107,4.011357947993462,347,1726,3745,2510
Household3,107,-0.9253031766267306,509,3023,8065,319
Household4,107,21.286726415370605,1004,8009,2256,4606
Household5,107,-2.137126899982004,856,2630,1474,2614
Household6,107,3.226624442926658,701,1167,7845,5204
Household7,107,2.0335492826364376,703,7279,1511,954
Household8,107,13.095306939313986,982,5778,6473,1718
Household9,107,-0.23748047997150046,480,3526,8814,2370
Household10,107,1.3761890812939672,596,4439,1646,383
Household1,108,-2.372180272777589,648,7340,5725,4619
Household2,108,-1.9829781531686574,351,1716,3735,2500
Household3,108,-2.7079649885461876,514,3013,8055,309
Household4,108,6.6142988344896985,1014,7999,2246,4596
Household5,108,-2.724558319296065,864,2620,1464,2604
Household6,108,-2.8111015915359836,708,1157,7835,5194
Household7,108,-4.424831095233063,710,7269,1501,944
Household8,108,26.461114924337124,991,5768,6463,1708
Household9,108,4.141169653734162,484,3516,8804,2360
Household10,108,-0.8665445836201098,602,4429,1636,373
Household1,109,-3.8111241707357753,654,7330,5715,4609
Household2,109,-0.009347331215456833,354,1706,3725,2490
Household3,109,3.4773401226496077,518,3003,8045,299
Household4,109,-2.137682949960052,1023,7989,2236,4586
Household5,109,-3.311989738610137,872,2610,1454,2594
Household6,109,3.0607375042039227,714,1147,7825,5184
Household7,109,1.6196525153863721,716,7259,1491,934
Household8,109,2.4217397001059826,1001,5758,6453,1698
Household9,109,-3.983044201049113,489,3506,8794,2350
Household10,109,-3.109278248534208,608,4419,1626,363
Household1,110,-0.7151710033203127,660,7320,5705,4599
Household2,110,1.9642834907377296,357,1696,3715,2480
Household3,110,-1.6165279585870493,523,2993,8035,289
Household4,110,22.002193209804044,1032,7979,2226,4576
Household5,110,4.068545765191054,879,2600,1444,2584
Household6,110,-3.570287388545129,721,1137,7815,5174
Household7,110,-0.3038307971094554,723,7249,1481,924
Household8,110,15.787547685129113,1010,5748,6443,1688
Household9,110,0.39560593265655974,493,3496,8784,2340
Household10,110,2.615955009666971,613,4409,1616,353
Household1,111,-0.9304241052220359,666,7310,5695,4589
Household2,111,3.9379143126908946,360,1686,3705,2470
Household3,111,-3.399189770506517,528,2983,8025,279
Household4,111,7.329765628923138,1042,7969,2216,4566
Household5,111,-2.058131178573344,888,2590,1434,2574
Household6,111,2.3015517071947844,727,1127,7805,5164
Household7,111,-2.227314109605274,730,7239,1471,914
Household8,111,4.229464649053675,1018,5738,6433,1678
Household9,111,-3.1937108567530412,498,3486,8774,2330
Household10,111,-4.16167572062078,619,4399,1606,343
Household1,112,-1.1456772071237449,672,7300,5685,4579
Household2,112,-2.0564217884712246,364,1676,3695,2460
Household3,112,2.7861153406892782,532,2973,8015,269
Household4,112,-1.4222161555266126,1051,7959,2206,4556
Household5,112,-2.6455625978874053,896,2580,1424,2564
Household6,112,-4.329473185554239,734,1117,7795,5154
Household7,112,3.817169501014172,736,7229,1461,904
Household8,112,17.595272634076792,1027,5728,6423,1668
Household9,112,1.184939276952628,502,3476,8764,2320
Household10,112,1.5635575375804027,624,4389,1596,333
Household1,113,-1.3609303090254539,678,7290,5675,4569
Household2,113,-0.08279096651802398,367,1666,3685,2450
Household3,113,-2.307752740547379,537,2963,8005,259
Household4,113,22.717660004237484,1060,7949,2196,4546
Household5,113,-3.2329940172014773,904,2570,1414,2554
Household6,113,1.5423659101856746,740,1107,7785,5144
Household7,113,-2.047912018568919,743,7219,1451,894
Household8,113,-1.9307773251139082,1036,5718,6413,1658
Household9,113,-2.404377512456973,507,3466,8754,2310
Household10,113,-0.6791761273336743,630,4379,1586,323
Household1,114,-1.5761834109271629,684,7280,5665,4559
Household2,114,1.8908398554351624,370,1656,3675,2440
Household3,114,3.8775523706484165,541,2953,7995,249
Household4,114,8.045232423356577,1070,7939,2186,4536
Household5,114,4.147541486599714,911,2560,1404,2544
Household6,114,-0.553761917189675,747,1097,7775,5134
Household7,114,3.9965715920505094,749,7209,1441,884
Household8,114,11.435030659909216,1045,5708,6403,1648
Household9,114,1.974272621248696,511,3456,8744,2300
Household10,114,-2.9219097922477726,636,4369,1576,313
Household1,115,-1.7914365128288718,690,7270,5655,4549
Household2,115,3.8644706773883275,373,1646,3665,2430
Household3,115,-1.2163157105882405,546,2943,7985,239
Household4,115,-0.7067493610931734,1079,7929,2176,4526
Household5,115,-1.9791354571646842,920,2550,1394,2534
Household6,115,-2.649889744565016,754,1087,7765,5124
Household7,115,-1.8685099275325818,756,7199,1431,874
Household8,115,24.800838644932384,1054,5698,6393,1638
Household9,115,-1.615044168160905,516,3446,8734,2290
Household10,115,2.8033234659534063,641,4359,1566,303
Household1,116,-2.006689614730581,696,7260,5645,4539
Household2,116,-2.1298654237737917,377,1636,3655,2420
Household3,116,-2.998977522507708,551,2933,7975,229
Household4,116,23.433126798670916,1088,7919,2166,4516
Household5,116,-2.5665668764787455,928,2540,1384,2524
Household6,116,3.22194935117488,760,1077,7755,5114
Household7,116,4.175973683086847,762,7189,1421,864
Household8,116,0.7614634207012418,1064,5688,6383,1628
Household9,116,2.7636059655447642,520,3436,8724,2280
Household10,116,-3.9743072643343442,647,4349,1556,293
Household1,117,-2.22194271663229,702,7250,5635,4529
Household2,117,-0.15623460182059112,380,1626,3645,2410
Household3,117,3.186327588688087,555,2923,7965,219
Household4,117,8.760699217790016,1098,7909,2156,4506
Household5,117,-3.1539982957928174,936,2530,1374,2514
Household6,117,-2.815776683287762,767,1067,7745,5104
Household7,117,-1.6891078364962446,769,7179,1411,854
Household8,117,14.127271405724372,1073,5678,6373,1618
Household9,117,-0.8257108238648367,525,3426,8714,2270
Household10,117,1.7509259938668382,652,4339,1546,283
Household1,118,-2.437195818533999,708,7240,5625,4519
Household2,118,1.8173962201325953,383,1616,3635,2400
Household3,118,-1.90754049254857,560,2913,7955,209
Household4,118,2.056238560024372,1107,7899,2146,4496
Household5,118,4.226537208008374,943,2520,1364,2504
Household6,118,3.0560624124521443,773,1057,7735,5094
Household7,118,-3.6125911489920792,776,7169,1401,844
Household8,118,27.49307939074751,1082,5668,6363,1608
Household9,118,3.5529393098408324,529,3416,8704,2260
Household10,118,-0.49180767104723877,658,4329,1536,273
Household1,119,-3.876139716492185,714,7230,5615,4509
Household2,119,3.7910270420857604,386,1606,3625,2390
Household3,119,4.277764618647225,564,2903,7945,199
Household4,119,26.19611471978846,1116,7889,2136,4486
Household5,119,-1.9001397357560244,952,2510,1354,2494
Household6,119,-3.5749624802969073,780,1047,7725,5084
Household7,119,2.431892461627365,782,7159,1391,834
Household8,119,3.453704166516369,1092,5658,6353,1598
Household9,119,-4.571274544942442,534,3406,8694,2250
Household10,119,-2.734541335961337,664,4319,1526,263
Household1,120,-0.7801865490767224,720,7220,5605,4499
Household2,120,-2.203309059076359,390,1596,3615,2380
Household3,120,-0.8161034625894317,569,2893,7935,189
Household4,120,11.523687138907558,1126,7879,2126,4476
Household5,120,-2.4875711550700856,960,2500,1344,2484
Household6,120,2.296876615443006,786,1037,7715,5074
Household7,120,-4.026487916242136,789,7149,1381,824
Household8,120,16.8195121515395,1101,5648,6343,1588
Household9,120,-0.19262441123676943,538,3396,8684,2240
Household10,120,2.990691922239842,669,4309,1516,253
Household1,121,-0.9954396509784456,726,7210,5595,4489
Household2,121,-0.22967823712315827,393,1586,3605,2370
Household3,121,-2.5987652745088994,574,2883,7925,179
Household4,121,-3.1487404419733487,1136,7869,2116,4466
Household5,121,-3.0750025743841576,968,2490,1334,2474
Household6,121,-4.334148277306017,793,1027,7705,5064
Household7,121,2.0179956943772996,795,7139,1371,814
Household8,121,-2.706537807651202,1110,5638,6333,1578
Household9,121,4.186025722468893,542,3386,8674,2230
Household10,121,-3.7869388080479087,675,4299,1506,243
Household1,122,-1.2106927528801545,732,7200,5585,4479
Household2,122,1.7439525848300281,396,1576,3595,2360
Household3,122,3.586539836686896,578,2873,7915,169
Household4,122,20.99113571779075,1145,7859,2106,4456
Household5,122,4.3055329294170335,975,2480,1324,2464
Household6,122,1.5376908184338962,799,1017,7695,5054
Household7,122,-4.440384683492201,802,7129,1361,804
Household8,122,10.659270177371923,1119,5628,6323,1568
Household9,122,-3.938188132314382,547,3376,8664,2220
Household10,122,1.9382944501532737,680,4289,1496,233
Household1,123,-1.4259458547818635,738,7190,5575,4469
Household2,123,3.7175834067832003,399,1566,3585,2350
Household3,123,-1.507328244549761,583,2863,7905,159
Household4,123,6.318708136909844,1155,7849,2096,4446
Household5,123,-1.8211440143473645,984,2470,1314,2454
Household6,123,-0.5584370089414534,806,1007,7685,5044
Household7,123,1.6040989271272341,808,7119,1351,794
Household8,123,24.02507816239509,1128,5618,6313,1558
Household9,123,0.44046200139129077,551,3366,8654,2210
Household10,123,-0.30443921476080327,686,4279,1486,223
Household1,124,-1.6411989566835725,744,7180,5565,4459
Household2,124,-2.276752694378912,403,1556,3575,2340
Household3,124,-3.289990056469229,588,2853,7895,149
Household4,124,-2.433273647539906,1164,7839,2086,4436
Household5,124,-2.408575433661426,992,2460,1304,2444
Household6,124,-2.654564836316794,813,997,7675,5034
Household7,124,-0.31938438536859337,815,7109,1341,784
Household8,124,-0.014297061836051839,1138,5608,6303,1548
Household9,124,-3.14885478801831,556,3356,8644,2200
Household10,124,-2.5471728796749016,692,4269,1476,213
Household1,125,-1.8564520585852815,750,7170,5555,4449
Household2,125,-0.3031218724257112,406,1546,3565,2330
Household3,125,2.8953150547265665,592,2843,7885,139
Household4,125,21.70660251222419,1173,7829,2076,4426
Household5,125,-2.9960068529754977,1000,2450,1294,2434
Household6,125,3.2172742594231014,819,987,7665,5024
Household7,125,-2.242867697864412,822,7099,1331,774
Household8,125,13.351510923187078,1147,5598,6293,1538
Household9,125,1.229795345687359,560,3346,8634,2190
Household10,125,3.1780603785262773,697,4259,1466,203
Household1,126,-2.0717051604869905,756,7160,5545,4439
Household2,126,1.6705089495274752,409,1536,3555,2320
Household3,126,-2.1985530265100905,597,2833,7875,129
Household4,126,7.0341749313432835,1183,7819,2066,4416
Household5,126,-3.5834382722895697,1008,2440,1284,2424
Household6,126,-2.8204517750395404,826,977,7655,5014
Household7,126,3.801615912755034,828,7089,1321,764
Household8,126,26.717318908210217,1156,5588,6283,1528
Household9,126,-2.359521443722242,565,3336,8624,2180
Household10,126,-2.375879555704996,703,4249,1456,193
Household1,127,-2.2869582623886995,762,7150,5535,4429
Household2,127,3.6441397714806474,412,1526,3545,2310
Household3,127,3.9867520846857047,601,2823,7865,119
Household4,127,-1.7178068531064667,1192,7809,2056,4406
Household5,127,3.7970972315116214,1015,2430,1274,2414
Household6,127,3.051387320700366,832,967,7645,5004
Household7,127,-2.063465606828057,835,7079,1311,754
Household8,127,2.677943683979075,1166,5578,6273,1518
Household9,127,2.019128689983427,569,3326,8614,2170
Household10,127,3.349353702496183,708,4239,1446,183
Household1,128,-3.7259021603468856,768,7140,5525,4419
Household2,128,-2.3501963296814647,416,1516,3535,2300
Household3,128,-1.1071159965509523,606,2813,7855,109
Household4,128,22.42206930665763,1201,7799,2046,4396
Household5,128,-2.3295797122527766,1024,2420,1264,2404
Household6,128,-3.5796375720486857,839,957,7635,4994
Household7,128,3.9810180037913714,841,7069,1301,744
Household8,128,16.043751669002205,1175,5568,6263,1508
Household9,128,-1.5701880994261739,574,3316,8604,2160
Household10,128,-2.2045862317350906,714,4229,1436,173
Household1,129,-0.6299489929313946,774,7130,5515,4409
Household2,129,-0.37656550772826414,419,1506,3525,2290
Household3,129,-2.88977780847042,611,2803,7845,99
Household4,129,7.749641725776723,1211,7789,2036,4386
Household5,129,-2.917011131566838,1032,2410,1254,2394
Household6,129,2.2922015236912276,845,947,7625,4984
Household7,129,-1.8840635157917198,848,7059,1291,734
Household8,129,-3.4822982901884956,1184,5558,6253,1498
Household9,129,2.8084620342794953,578,3306,8594,2150
Household10,129,3.5206470264660883,719,4219,1426,163
Household1,130,-0.8452020948331178,780,7120,5505,4399
Household2,130,1.5970653142249223,422,1496,3515,2280
Household3,130,3.2955273027253753,615,2793,7835,89
Household4,130,-1.0023400586730276,1220,7779,2026,4376
Household5,130,-3.50444255088091,1040,2400,1244,2384
Household6,130,-4.3388233690577955,852,937,7615,4974
Household7,130,4.160420094827709,854,7049,1281,724
Household8,130,9.883509694834629,1193,5548,6243,1488
Household9,130,-0.7808547551301057,583,3296,8584,2140
Household10,130,-2.033292907765185,725,4209,1416,153
Household1,131,-1.0604551967348268,786,7110,5495,4389
Household2,131,3.5706961361780944,425,1486,3505,2270
Household3,131,-1.7983407785112817,620,2783,7825,79
Household4,131,23.13753610109106,1229,7769,2016,4366
Household5,131,3.876092952920281,1047,2390,1234,2374
Household6,131,1.5330157266821178,858,927,7605,4964
Household7,131,-1.7046614247553826,861,7039,1271,714
Household8,131,23.249317679857796,1202,5538,6233,1478
Household9,131,3.5977953785755634,587,3286,8574,2130
Household10,131,3.691940350435994,730,4199,1406,143
Household1,132,-1.2757082986365358,792,7100,5485,4379
Household2,132,-2.4236399649840177,429,1476,3495,2260
Household3,132,-3.5810025904307494,625,2773,7815,69
Household4,132,8.465108520210162,1239,7759,2006,4356
Household5,132,-2.2505839908441168,1056,2380,1224,2364
Household6,132,-0.5631121006932318,865,917,7595,4954
Household7,132,-3.6281447372512172,868,7029,1261,704
Household8,132,-0.7900575443733455,1212,5528,6223,1468
Household9,132,-4.526418476207711,592,3276,8564,2120
Household10,132,-1.8619995837952796,736,4189,1396,133
Household1,133,-1.4909614005382448,798,7090,5475,4369
Household2,133,-0.45000914303081707,432,1466,3485,2250
Household3,133,-0.9284389699450948,632,2763,7805,59
Household4,133,-0.28687326423958837,1248,7749,1996,4346
Household5,133,-2.838015410158178,1064,2370,1214,2354
Household6,133,-2.6592399280685726,872,907,7585,4944
Household7,133,2.416338873368227,874,7019,1251,694
Household8,133,12.575750440649784,1221,5518,6213,1458
Household9,133,-0.1477683425020384,596,3266,8554,2110
Household10,133,3.8632336744058993,741,4179,1386,123
Household1,134,-1.7062145024399538,804,7080,5465,4359
Household2,134,1.5236216789223693,435,1456,3475,2240
Household3,134,-2.711100781864552,637,2753,7795,49
Household4,134,23.8530028955245,1257,7739,1986,4336
Household5,134,-3.42544682947225,1072,2360,1204,2344
Household6,134,3.212599167671323,878,897,7575,4934
Household7,134,-4.042041504501274,881,7009,1241,684
Household8,134,25.941558425672923,1230,5508,6203,1448
Household9,134,4.230881791203624,600,3256,8544,2100
Household10,134,-1.6907062598253457,747,4169,1376,113
Household1,135,-1.9214676043416627,810,7070,5455,4349
Household2,135,3.4972525008755486,438,1446,3465,2230
Household3,135,3.4742043293312435,641,2743,7785,39
Household4,135,9.180575314643601,1267,7729,1976,4326
Household5,135,3.955088674328941,1079,2350,1194,2334
Household6,135,-2.8251268667913187,885,887,7565,4924
Household7,135,2.0024421061181616,887,6999,1231,674
Household8,135,1.9021832014417814,1240,5498,6193,1438
Household9,135,-3.893332063579651,605,3246,8534,2090
Household10,135,4.034526998375833,752,4159,1366,103
Household1,136,-2.1367207062433717,816,7060,5445,4339
Household2,136,-2.4970836002865706,442,1436,3455,2220
Household3,136,-1.6196637519054136,646,2733,7775,29
Household4,136,2.4761146568779573,1276,7719,1966,4316
Household5,136,-2.171588269435457,1088,2340,1184,2324
Household6,136,3.0467122289485875,891,877,7555,4914
Household7,136,-4.455938271751339,894,6989,1221,664
Household8,136,15.267991186464911,1249,5488,6183,1428
Household9,136,0.4853180701260218,609,3236,8524,2080
Household10,136,-1.5194129358554118,758,4149,1356,93
Household1,137,-2.3519738081450807,822,7050,5435,4329
Household2,137,-0.52345277833337,445,1426,3445,2210
Household3,137,-3.4023255638248813,651,2723,7765,19
Household4,137,26.615990816642046,1285,7709,1956,4306
Household5,137,-2.759019688749518,1096,2330,1174,2314
Household6,137,-3.584312663800464,898,867,7545,4904
Household7,137,1.5885453388680961,900,6979,1211,654
Household8,137,3.7099081503894737,1257,5478,6173,1418
Household9,137,-3.103998719283579,614,3226,8514,2070
Household10,137,4.205820322345767,763,4139,1346,83
Household1,138,-3.790917706103267,828,7040,5425,4319
Household2,138,1.4501780436198164,448,1416,3435,2200
Household3,138,2.782979547370914,655,2713,7755,9
Household4,138,11.943563235761143,1295,7699,1946,4296
Household5,138,-3.34645110806359,1104,2320,1164,2304
Household6,138,2.2875264319394493,904,857,7535,4894
Household7,138,-0.33493797362773137,907,6969,1201,644
Household8,138,17.07571613541259,1266,5468,6163,1408
Household9,138,1.27465141442209,618,3216,8504,2060
Household10,138,-1.348119611885478,769,4129,1336,73
Household1,139,-0.6949645386878043,834,7030,5415,4309
Household2,139,3.4238088655729957,451,1406,3425,2190
Household3,139,-2.5090445944772224,660,2703,7745,0
Household4,139,-2.7288643451197636,1305,7689,1936,4286
Household5,139,4.034084395737601,1111,2310,1154,2294
Household6,139,-4.343498460809574,911,847,7525,4884
Household7,139,-2.25842128612355,914,6959,1191,634
Household8,139,-2.4503338237781094,1275,5458,6153,1398
Household9,139,-2.314665374987511,623,3206,8494,2050
Household10,139,-3.590853276799562,775,4119,1326,63
Household1,140,-0.9102176405895275,840,7020,5405,4299
Household2,140,-2.5705272355891093,455,1396,3415,2180
Household3,140,-1.5838993759860927,664,2693,7735,0
Household4,140,21.411011814644336,1314,7679,1926,4276
Household5,140,-2.092592548026797,1120,2300,1144,2284
Household6,140,1.5283406349303394,917,837,7515,4874
Household7,140,3.786062324495896,920,6949,1181,624
Household8,140,10.915474161245015,1284,5448,6143,1388
Household9,140,2.063984758718158,627,3196,8484,2040
Household10,140,0.1883043516712135,781,4109,1316,53
Household1,141,-1.1254707424912365,846,7010,5395,4289
Household2,141,-0.5968964136359087,458,1386,3405,2170
Household3,141,-0.6587541574949682,668,2683,7725,0
Household4,141,6.738584233763429,1324,7669,1916,4266
Household5,141,-2.6800239673408583,1128,2290,1134,2274
Household6,141,-0.5677871924450102,924,827,7505,4864
Household7,141,-2.079019195087195,927,6939,1171,614
Household8,141,24.281282146268182,1293,5438,6133,1378
Household9,141,-1.5253320306914429,632,3186,8474,2030
Household10,141,3.967461980141998,787,4099,1306,43
Household1,142,-1.3407238443929455,852,7000,5385,4279
Household2,142,1.3767344083172848,461,1376,3395,2160
Household3,142,-4.268506004377517,672,2673,7715,0
Household4,142,-2.013397550686321,1333,7659,1906,4256
Household5,142,-3.2674553866549303,1136,2280,1124,2264
Household6,142,-2.663915019820351,931,817,7495,4854
Household7,142,3.9654644155322334,933,6929,1161,604
Household8,142,0.24190692203704067,1303,5428,6123,1368
Household9,142,2.8533181030142263,636,3176,8464,2020
Household10,142,-0.22134731450242384,794,4089,1296,33
Household1,143,-1.5559769462946544,858,6990,5375,4269
Household2,143,3.350365230270457,464,1366,3385,2150
Household3,143,-3.3433607858863894,676,2663,7705,0
Household4,143,22.126478609077775,1342,7649,1896,4246
Household5,143,4.113080117146261,1143,2270,1114,2254
Household6,143,3.2079240759195446,937,807,7485,4844
Household7,143,-1.8996171040508578,940,6919,1151,594
Household8,143,13.60771490706017,1312,5418,6113,1358
Household9,143,-0.7359986863953747,641,3166,8454,2010
Household10,143,3.5578103139683392,800,4079,1286,23
Household1,144,-1.7712300481963634,864,6980,5365,4259
Household2,144,-2.643970870891641,468,1356,3375,2140
Household3,144,-2.418215567395265,680,2653,7695,0
Household4,144,7.454051028196869,1352,7639,1886,4236
Household5,144,-2.013596826618137,1152,2260,1104,2244
Household6,144,-2.829801958543097,944,797,7475,4834
Household7,144,4.144866506568571,946,6909,1141,584
Household8,144,26.97352289208331,1321,5408,6103,1348
Household9,144,3.6426514473102944,645,3156,8444,2000
Household10,144,-0.6309989806761109,807,4069,1276,13
Household1,145,-1.9864831500980724,870,6970,5355,4249
Household2,145,-0.6703400489384403,471,1346,3365,2130
Household3,145,-1.4930703489041406,684,2643,7685,0
Household4,145,-1.2979307562528817,1361,7629,1876,4226
Household5,145,-2.6010282459321985,1160,2250,1094,2234
Household6,145,3.042037137196809,950,787,7465,4824
Household7,145,-1.7202150130145206,953,6899,1131,574
Household8,145,2.9341476678521676,1331,5398,6093,1338
Household9,145,-4.48156240747298,650,3146,8434,1990
Household10,145,3.148158647794652,813,4059,1266,3
Household1,146,-1.1914031964058989,876,6960,5345,4239
Household2,146,1.3032907730147532,474,1336,3355,2120
