DataSet,Day,Money,Goods,GoodsPrice,Land,Labour,Capital
Firm7,110,-118160.28407292768,727,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,110,-143735.8529403062,985,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,110,-114019.55821309901,819,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,110,-100289.4058081952,618,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,111,-100654.98230943728,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,111,-95420.63466883166,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,111,-102478.96592908444,111,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,111,-111561.49977404809,227,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,111,-107206.0732823313,106,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,111,-106893.44082076814,404,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,111,-119244.95053739245,734,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,111,-145013.71022535884,993,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,111,-115054.00318277914,826,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,111,-101202.12140564928,623,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,112,-101565.97666515411,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,112,-96282.3518956193,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,112,-103407.45561000147,112,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,112,-112572.05162790275,229,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,112,-108177.76050442074,107,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,112,-107861.51610136192,408,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,112,-120329.61700185722,741,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,112,-146328.97269362072,1002,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,112,-116095.39451851511,834,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,112,-102122.80497002647,629,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,113,-102476.97102087094,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,113,-97144.06912240695,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,113,-104335.9452909185,113,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,113,-113582.60348175741,231,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,113,-109149.44772651019,108,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,113,-108818.31220876327,411,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,113,-121402.37390119178,747,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,113,-147645.642282414,1011,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,113,-117147.88159770817,843,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,113,-103035.52056748055,634,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,114,-103387.96537658777,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,114,-98005.78634919459,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,114,-105264.43497183554,114,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,114,-114593.15533561207,233,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,114,-110121.13494859963,109,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,114,-109786.38748935705,415,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,114,-122487.04036565655,754,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,114,-148960.90475067587,1020,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,114,-118195.85535163619,851,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,114,-103956.20413185774,640,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,115,-104298.9597323046,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,115,-98867.50357598223,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,115,-106192.92465275257,115,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,115,-115603.70718946673,235,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,115,-111092.82217068908,110,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,115,-110743.18359675839,418,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,115,-123559.79726499111,760,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,115,-150276.16721893774,1029,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,115,-119244.2103058362,859,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,115,-104868.91972931182,645,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,116,-105209.95408802143,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,116,-99729.22080276988,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,116,-107121.4143336696,116,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,116,-116614.25904332139,237,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,116,-112064.50939277852,111,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,116,-111711.25887735217,422,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,116,-124644.46372945588,767,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,116,-151592.83680773102,1038,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,116,-120279.68119577573,866,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,116,-105781.6353267659,650,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,117,-106120.94844373826,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,117,-100590.93802955752,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,117,-108049.90401458663,117,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,117,-117624.81089717605,239,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,117,-113036.19661486796,112,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,117,-112679.33415794595,426,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,117,-125705.31106366024,772,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,117,-152908.0992759929,1047,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,117,-121327.65494970375,874,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,117,-106702.31889114309,656,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,118,-107031.9427994551,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,118,-101452.65525634517,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,118,-108978.39369550366,118,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,118,-118635.36275103071,241,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,118,-114007.88383695741,113,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,118,-113636.1302653473,429,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,118,-126789.977528125,779,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,118,-154223.36174425477,1056,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,118,-122375.62870363177,882,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,118,-107630.9704224434,663,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,119,-107942.93715517192,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,119,-102314.37248313281,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,119,-109906.8833764207,119,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,119,-119645.91460488537,243,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,119,-114979.57105904685,114,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,119,-114615.48471913351,434,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,119,-127874.64399258977,786,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,119,-155540.03133304804,1065,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,119,-123380.55462006989,886,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,119,-108551.65398682059,669,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,120,-108853.93151088875,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,120,-103176.08970992046,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,120,-110835.37305733773,120,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,120,-120656.46645874003,245,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,120,-115951.2582811363,115,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,120,-115583.5599997273,438,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,120,-128959.31045705454,793,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,120,-156855.29380130992,1074,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,120,-124416.02551000942,893,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,120,-109464.36958427467,674,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,121,-109764.92586660558,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,121,-104037.8069367081,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,121,-111763.86273825476,121,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,121,-121667.0183125947,247,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,121,-116922.94550322574,116,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,121,-116551.63528032108,442,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,121,-130043.97692151931,800,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,121,-158133.15108636254,1082,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,121,-125443.50686122551,900,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,121,-110385.05314865186,680,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,122,-110675.92022232241,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,122,-104899.52416349575,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,122,-112692.35241917179,122,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,122,-122677.57016644935,249,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,122,-117894.63272531518,117,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,122,-117519.71056091486,446,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,122,-131128.6433859841,807,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,122,-159487.22585836507,1092,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,122,-126466.47488717656,906,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,122,-111321.67264687527,688,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,123,-111586.91457803924,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,123,-105761.2413902834,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,123,-113620.84210008882,123,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,123,-123688.12202030401,251,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,123,-118866.31994740463,118,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,123,-118476.5066683162,449,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,123,-132213.30985044924,814,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,123,-160802.48832662695,1101,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,123,-127508.90939558014,913,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,123,-112234.38824432936,693,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,124,-112497.90893375607,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,124,-106622.95861707104,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,124,-114549.33178100585,124,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,124,-124698.67387415867,253,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,124,-119838.00716949407,119,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,124,-119444.58194890998,453,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,124,-133297.97631491438,821,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,124,-162080.34561167957,1109,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,124,-128562.80359530459,922,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,124,-113115.23197409099,694,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,125,-113408.9032894729,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,125,-107484.67584385868,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,125,-115477.82146192288,125,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,125,-125709.22572801333,255,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,125,-120809.69439158351,120,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,125,-120412.65722950376,457,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,125,-134382.64277937953,828,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,125,-163434.4203836821,1119,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,125,-129610.77734923261,930,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,125,-114035.91553846818,700,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,126,-114319.89764518973,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,126,-108346.39307064633,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,126,-116406.31114283991,126,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,126,-126719.777581868,257,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,126,-121781.38161367296,121,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,126,-121358.17416371267,459,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,126,-135455.3996787145,834,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,126,-164749.68285194397,1128,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,126,-130658.75110316063,938,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,126,-114956.59910284537,706,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,127,-115230.89200090656,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,127,-109208.11029743397,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,127,-117334.80082375694,127,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,127,-127730.32943572266,259,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,127,-122753.0688357624,122,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,127,-122326.24944430645,463,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,127,-136528.15657804944,840,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,127,-166027.5401369966,1136,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,127,-131712.6453028851,947,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,127,-115893.21860106879,714,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,128,-116141.88635662339,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,128,-110069.82752422162,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,128,-118263.29050467398,128,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,128,-128740.88128957732,261,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,128,-123724.75605785185,123,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,128,-123283.0455517078,466,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,128,-137612.8230425146,847,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,128,-167381.61490899912,1146,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,128,-132730.07408331195,952,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,128,-116805.93419852287,719,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,129,-117052.88071234022,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,129,-110931.54475100926,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,129,-119191.78018559101,129,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,129,-129751.43314343198,263,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,129,-124696.44327994129,124,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,129,-124262.40000549401,471,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,129,-138685.57994184954,853,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,129,-168659.47219405175,1154,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,129,-133782.56116250524,961,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,129,-117718.64979597695,724,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,130,-117963.87506805705,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,130,-111793.26197779691,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,130,-120120.26986650804,130,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,130,-130761.98499728664,265,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,130,-125668.13050203073,125,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,130,-125219.19611289536,474,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,130,-139770.2464063147,860,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,130,-169974.73466231363,1163,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,130,-134823.95249824144,969,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
Firm10,130,-118639.33336035414,730,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,0,0,0
Firm1,131,-118874.86942377388,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,0,0,0
Firm2,131,-112654.97920458455,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,0,0,0
Firm3,131,-121048.75954742507,131,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,0,0,0
Firm4,131,-131772.53685114134,267,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,0,0,0
Firm5,131,-126639.81772412018,126,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,0,0,0
Firm6,131,-126175.9922202967,477,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,0,0,0
Firm7,131,-140843.00330564965,866,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,0,0,0
Firm8,131,-171328.80943431615,1173,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,0,0,0
Firm9,131,-135871.9262521697,977,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,0,0,0
